"survey_pk"	"surveyID"	"samplingPerformedBy"	"verbatimSiteNames"	"isSamplingEffortReported"	"hasMaterialSamples"	"event_fk"	"verbatimTargetScope"	"protocolNames"	"protocolDescriptions"	"protocolReferences"	"isAbundanceReported"	"materialSampleTypes"	"verbatimSiteDescription"
"P180.1A"	"P180.1A"	"P180"	"DOFAtlasIIIQuadrantID: 6783"	"true"	"true"	"P180.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P180.1B"	"P180.1B"	"P180"	"DOFAtlasIIIQuadrantID: 6783"	"true"	"true"	"P180.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P285.1A"	"P285.1A"	"P285"	"DOFAtlasIIIQuadrantID: 6783"	"true"	"true"	"P285.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P285.1B"	"P285.1B"	"P285"	"DOFAtlasIIIQuadrantID: 6783"	"true"	"true"	"P285.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P180.2A"	"P180.2A"	"P180"	"DOFAtlasIIIQuadrantID: 6774"	"true"	"true"	"P180.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P180.2B"	"P180.2B"	"P180"	"DOFAtlasIIIQuadrantID: 6774"	"true"	"true"	"P180.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P285.2A"	"P285.2A"	"P285"	"DOFAtlasIIIQuadrantID: 6774"	"true"	"true"	"P285.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P285.2B"	"P285.2B"	"P285"	"DOFAtlasIIIQuadrantID: 6774"	"true"	"true"	"P285.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P181.1A"	"P181.1A"	"P181"	"DOFAtlasIIIQuadrantID: 3858"	"true"	"true"	"P181.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: marsh, lake"
"P181.1B"	"P181.1B"	"P181"	"DOFAtlasIIIQuadrantID: 3858"	"true"	"true"	"P181.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: marsh, lake"
"P259.1A"	"P259.1A"	"P259"	"DOFAtlasIIIQuadrantID: 3858"	"true"	"true"	"P259.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: marsh, lake"
"P259.1B"	"P259.1B"	"P259"	"DOFAtlasIIIQuadrantID: 3858"	"true"	"true"	"P259.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: marsh, lake"
"P181.2A"	"P181.2A"	"P181"	"DOFAtlasIIIQuadrantID: 3760"	"true"	"true"	"P181.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P181.2B"	"P181.2B"	"P181"	"DOFAtlasIIIQuadrantID: 3760"	"true"	"true"	"P181.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P259.2A"	"P259.2A"	"P259"	"DOFAtlasIIIQuadrantID: 3760"	"true"	"true"	"P259.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P259.2B"	"P259.2B"	"P259"	"DOFAtlasIIIQuadrantID: 3760"	"true"	"true"	"P259.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P182.1A"	"P182.1A"	"P182"	"DOFAtlasIIIQuadrantID: 3764"	"true"	"true"	"P182.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: pasture"
"P182.1B"	"P182.1B"	"P182"	"DOFAtlasIIIQuadrantID: 3764"	"true"	"true"	"P182.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: pasture"
"P182.2A"	"P182.2A"	"P182"	"DOFAtlasIIIQuadrantID: 3784"	"true"	"true"	"P182.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P182.2B"	"P182.2B"	"P182"	"DOFAtlasIIIQuadrantID: 3784"	"true"	"true"	"P182.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P183.1A"	"P183.1A"	"P183"	"DOFAtlasIIIQuadrantID: 3624"	"true"	"true"	"P183.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P183.1B"	"P183.1B"	"P183"	"DOFAtlasIIIQuadrantID: 3624"	"true"	"true"	"P183.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P183.2A"	"P183.2A"	"P183"	"DOFAtlasIIIQuadrantID: 2695"	"true"	"true"	"P183.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P183.2B"	"P183.2B"	"P183"	"DOFAtlasIIIQuadrantID: 2695"	"true"	"true"	"P183.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P254.2A"	"P254.2A"	"P254"	"DOFAtlasIIIQuadrantID: 2695"	"true"	"true"	"P254.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P254.2B"	"P254.2B"	"P254"	"DOFAtlasIIIQuadrantID: 2695"	"true"	"true"	"P254.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P184.1A"	"P184.1A"	"P184"	"DOFAtlasIIIQuadrantID: 2525"	"true"	"true"	"P184.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P184.1B"	"P184.1B"	"P184"	"DOFAtlasIIIQuadrantID: 2525"	"true"	"true"	"P184.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P184.2A"	"P184.2A"	"P184"	"DOFAtlasIIIQuadrantID: 2526"	"true"	"true"	"P184.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P184.2B"	"P184.2B"	"P184"	"DOFAtlasIIIQuadrantID: 2526"	"true"	"true"	"P184.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P235.1A"	"P235.1A"	"P235"	"DOFAtlasIIIQuadrantID: 2526"	"true"	"true"	"P235.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P235.1B"	"P235.1B"	"P235"	"DOFAtlasIIIQuadrantID: 2526"	"true"	"true"	"P235.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor"
"P185.1A"	"P185.1A"	"P185"	"DOFAtlasIIIQuadrantID: 3544"	"true"	"true"	"P185.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P185.1B"	"P185.1B"	"P185"	"DOFAtlasIIIQuadrantID: 3544"	"true"	"true"	"P185.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P325.1A"	"P325.1A"	"P325"	"DOFAtlasIIIQuadrantID: 3544"	"true"	"true"	"P325.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P325.1B"	"P325.1B"	"P325"	"DOFAtlasIIIQuadrantID: 3544"	"true"	"true"	"P325.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P185.2A"	"P185.2A"	"P185"	"DOFAtlasIIIQuadrantID: 3535"	"true"	"true"	"P185.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P185.2B"	"P185.2B"	"P185"	"DOFAtlasIIIQuadrantID: 3535"	"true"	"true"	"P185.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: dry | subland cover: moor, pasture"
"P186.1A"	"P186.1A"	"P186"	"DOFAtlasIIIQuadrantID: 3595"	"true"	"true"	"P186.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P186.1B"	"P186.1B"	"P186"	"DOFAtlasIIIQuadrantID: 3595"	"true"	"true"	"P186.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P223.1A"	"P223.1A"	"P223"	"DOFAtlasIIIQuadrantID: 3595"	"true"	"true"	"P223.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P223.1B"	"P223.1B"	"P223"	"DOFAtlasIIIQuadrantID: 3595"	"true"	"true"	"P223.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P186.2A"	"P186.2A"	"P186"	"DOFAtlasIIIQuadrantID: 3596"	"true"	"true"	"P186.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P186.2B"	"P186.2B"	"P186"	"DOFAtlasIIIQuadrantID: 3596"	"true"	"true"	"P186.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P223.2A"	"P223.2A"	"P223"	"DOFAtlasIIIQuadrantID: 3596"	"true"	"true"	"P223.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P223.2B"	"P223.2B"	"P223"	"DOFAtlasIIIQuadrantID: 3596"	"true"	"true"	"P223.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P187.1A"	"P187.1A"	"P187"	"DOFAtlasIIIQuadrantID: 4527"	"true"	"true"	"P187.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P187.1B"	"P187.1B"	"P187"	"DOFAtlasIIIQuadrantID: 4527"	"true"	"true"	"P187.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P187.2A"	"P187.2A"	"P187"	"DOFAtlasIIIQuadrantID: 4517"	"true"	"true"	"P187.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P187.2B"	"P187.2B"	"P187"	"DOFAtlasIIIQuadrantID: 4517"	"true"	"true"	"P187.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P379.1A"	"P379.1A"	"P379"	"DOFAtlasIIIQuadrantID: 4517"	"true"	"true"	"P379.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P379.1B"	"P379.1B"	"P379"	"DOFAtlasIIIQuadrantID: 4517"	"true"	"true"	"P379.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, marsh, lake"
"P188.1A"	"P188.1A"	"P188"	"DOFAtlasIIIQuadrantID: 4446"	"true"	"true"	"P188.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: beach meadow, marsh, meadow, lake"
"P188.1B"	"P188.1B"	"P188"	"DOFAtlasIIIQuadrantID: 4446"	"true"	"true"	"P188.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: beach meadow, marsh, meadow, lake"
